TransactionID,CustomerID,AccountID,AccountType,TransactionType,Product,Firm,Region,Manager,TransactionDate,TransactionAmount,AccountBalance,RiskScore,CreditRating,TenureMonths,Month,Year,Txn_Category,Gap,Inactive_Flag,CreditAmount,DebitAmount
75,CUST2357,ACC37688,current,withdrawal,Credit Card,Firm E,East,Manager 3,2024-02-18,89362.27999,121387.4496,0.242607916,730,122,2024-02,2024,debit,138.0,Inactive,0.0,89362.27999
152,CUST9535,ACC37688,current,transfer,Savings Account,Firm B,South,Manager 2,2024-02-21,80737.62071,55391.33142,0.274523352,455,165,2024-02,2024,credit,3.0,Active,80737.62071,0.0
188,CUST9683,ACC38559,current,transfer,Credit Card,Firm A,East,Manager 2,2023-03-06,22727.53502,45388.35693,0.499305226,422,40,2023-03,2023,credit,0.0,Active,22727.53502,0.0
175,CUST8660,ACC38559,loan,payment,Credit Card,Firm C,East,Manager 4,2023-05-03,33713.46088,40568.46697,0.528481758,749,169,2023-05,2023,debit,58.0,Active,0.0,33713.46088
141,CUST6028,ACC38559,credit,deposit,Credit Card,Firm A,East,Manager 1,2023-10-19,34373.6468,90633.91694,0.392683418,336,174,2023-10,2023,credit,169.0,Inactive,34373.6468,0.0
179,CUST5558,ACC38559,loan,deposit,Savings Account,Firm E,Central,Manager 1,2024-04-01,85004.78217,122378.0873,0.453738911,597,204,2024-04,2024,credit,165.0,Inactive,85004.78217,0.0
9,CUST5705,ACC39161,savings,payment,Home Loan,Firm B,West,Manager 1,2023-02-23,73229.15132,30622.23916,0.296127709,598,156,2023-02,2023,debit,0.0,Active,0.0,73229.15132
11,CUST8028,ACC39161,savings,transfer,Savings Account,Firm B,East,Manager 2,2023-07-05,47132.14075,65506.30662,0.49600432,386,15,2023-07,2023,credit,132.0,Inactive,47132.14075,0.0
37,CUST2457,ACC39161,savings,deposit,Credit Card,Firm E,Central,Manager 1,2024-06-08,74198.23746,77617.62805,0.840019061,723,205,2024-06,2024,credit,339.0,Inactive,74198.23746,0.0
185,CUST6350,ACC39482,savings,payment,Credit Card,Firm D,South,Manager 4,2023-01-12,-489.5674515,93409.72199,0.878544472,827,209,2023-01,2023,debit,0.0,Active,0.0,-489.5674515
6,CUST4346,ACC39482,credit,payment,Home Loan,Firm A,West,Manager 4,2023-03-03,119064.012,57864.79042,0.370544693,315,223,2023-03,2023,debit,50.0,Active,0.0,119064.012
32,CUST5574,ACC39482,current,withdrawal,Home Loan,Firm A,West,Manager 1,2023-03-18,74358.80958,59609.04993,0.254084213,723,104,2023-03,2023,debit,15.0,Active,0.0,74358.80958
56,CUST1042,ACC39482,loan,transfer,Mutual Fund,Firm B,South,Manager 1,2023-07-06,23647.58317,55464.98117,0.159094872,337,19,2023-07,2023,credit,110.0,Inactive,23647.58317,0.0
97,CUST2357,ACC39482,credit,transfer,Mutual Fund,Firm E,East,Manager 2,2023-09-13,36891.30394,96459.7108,0.531625059,622,236,2023-09,2023,credit,69.0,Inactive,36891.30394,0.0
170,CUST1497,ACC39500,credit,withdrawal,Mutual Fund,Firm D,Central,Manager 1,2023-03-06,-10305.1328,72152.99075,0.494974679,793,14,2023-03,2023,debit,0.0,Active,0.0,-10305.1328
145,CUST1749,ACC39500,credit,withdrawal,Savings Account,Firm C,South,Manager 2,2023-04-19,21887.48815,52728.1938,0.465837064,318,106,2023-04,2023,debit,44.0,Active,0.0,21887.48815
143,CUST9209,ACC39500,current,transfer,Credit Card,Firm B,West,Manager 1,2023-07-19,42099.61969,98515.31583,0.323928253,764,115,2023-07,2023,credit,91.0,Inactive,42099.61969,0.0
66,CUST9535,ACC39500,savings,withdrawal,Personal Loan,Firm C,East,Manager 3,2023-07-26,24381.98998,49853.0933,0.137846049,527,124,2023-07,2023,debit,7.0,Active,0.0,24381.98998
107,CUST8390,ACC39529,current,deposit,Mutual Fund,Firm B,West,Manager 2,2023-08-16,63805.43306,105892.3378,0.575305634,648,91,2023-08,2023,credit,0.0,Active,63805.43306,0.0
24,CUST5609,ACC39529,credit,withdrawal,Personal Loan,Firm D,South,Manager 1,2023-11-20,47568.74413,81281.90657,0.35537905,732,62,2023-11,2023,debit,96.0,Inactive,0.0,47568.74413
27,CUST3810,ACC39529,credit,transfer,Mutual Fund,Firm C,East,Manager 1,2024-02-09,90206.36877,104749.2727,0.323273408,468,175,2024-02,2024,credit,81.0,Inactive,90206.36877,0.0
139,CUST7481,ACC39529,current,transfer,Personal Loan,Firm C,South,Manager 2,2024-02-17,85535.628,64539.10798,0.260298587,310,166,2024-02,2024,credit,8.0,Active,85535.628,0.0
92,CUST2944,ACC39529,savings,withdrawal,Mutual Fund,Firm A,East,Manager 1,2024-04-20,67189.4679,105343.6962,0.529162303,585,224,2024-04,2024,debit,63.0,Inactive,0.0,67189.4679
36,CUST1497,ACC39544,current,payment,Credit Card,Firm D,South,Manager 2,2023-01-15,129983.6051,42085.1955,0.925896085,665,93,2023-01,2023,debit,0.0,Active,0.0,129983.6051
191,CUST7395,ACC39544,savings,deposit,Mutual Fund,Firm B,North,Manager 2,2023-04-09,17781.11142,78671.74113,0.912047837,721,142,2023-04,2023,credit,84.0,Inactive,17781.11142,0.0
100,CUST2018,ACC39544,loan,deposit,Mutual Fund,Firm D,West,Manager 3,2023-07-17,82104.19903,36075.19223,0.616151423,652,111,2023-07,2023,credit,99.0,Inactive,82104.19903,0.0
55,CUST9528,ACC39544,credit,withdrawal,Home Loan,Firm E,East,Manager 2,2024-03-02,47661.89866,62713.48411,0.370351137,564,178,2024-03,2024,debit,229.0,Inactive,0.0,47661.89866
198,CUST9731,ACC40939,savings,payment,Credit Card,Firm B,East,Manager 4,2023-05-26,108951.5417,42485.26571,0.637316858,737,27,2023-05,2023,debit,0.0,Active,0.0,108951.5417
49,CUST8461,ACC40939,loan,payment,Mutual Fund,Firm D,South,Manager 4,2023-08-17,61186.3708,44963.36252,0.554191762,626,28,2023-08,2023,debit,83.0,Inactive,0.0,61186.3708
73,CUST4201,ACC40939,credit,withdrawal,Personal Loan,Firm E,West,Manager 2,2023-11-08,50496.30664,82030.0682,0.137087268,335,27,2023-11,2023,debit,83.0,Inactive,0.0,50496.30664
169,CUST2539,ACC40952,credit,deposit,Credit Card,Firm C,East,Manager 3,2023-02-10,36650.26331,60637.5457,0.230259329,596,229,2023-02,2023,credit,0.0,Active,36650.26331,0.0
28,CUST5609,ACC40952,savings,deposit,Savings Account,Firm D,West,Manager 4,2023-06-19,36348.96945,132939.5777,0.812748644,571,239,2023-06,2023,credit,129.0,Inactive,36348.96945,0.0
61,CUST1644,ACC41829,credit,deposit,Home Loan,Firm D,West,Manager 4,2023-02-16,73960.93299,87829.96177,0.665015966,442,99,2023-02,2023,credit,0.0,Active,73960.93299,0.0
178,CUST3187,ACC41829,savings,deposit,Credit Card,Firm C,East,Manager 4,2023-06-19,85181.44076,150498.1361,0.234322311,568,173,2023-06,2023,credit,123.0,Inactive,85181.44076,0.0
11,CUST7173,ACC41829,credit,withdrawal,Credit Card,Firm E,Central,Manager 3,2023-07-01,21910.31507,53906.91922,0.411145374,597,19,2023-07,2023,debit,12.0,Active,0.0,21910.31507
62,CUST4360,ACC41829,savings,payment,Credit Card,Firm A,South,Manager 2,2023-08-04,16980.58672,115785.9971,0.756053189,491,214,2023-08,2023,debit,34.0,Active,0.0,16980.58672
44,CUST1121,ACC41829,credit,withdrawal,Personal Loan,Firm C,East,Manager 4,2023-10-26,97933.33752,98317.05068,0.240792112,411,78,2023-10,2023,debit,83.0,Inactive,0.0,97933.33752
88,CUST2188,ACC42467,credit,withdrawal,Home Loan,Firm E,East,Manager 4,2023-01-12,76944.72914,107009.5789,0.425572405,664,224,2023-01,2023,debit,0.0,Active,0.0,76944.72914
23,CUST2427,ACC42467,current,payment,Savings Account,Firm C,South,Manager 3,2023-01-30,94486.34728,71150.49223,0.280883908,462,187,2023-01,2023,debit,18.0,Active,0.0,94486.34728
85,CUST4126,ACC42467,loan,payment,Credit Card,Firm D,West,Manager 2,2023-04-30,75887.5104,35733.19739,0.563955728,488,13,2023-04,2023,debit,90.0,Inactive,0.0,75887.5104
113,CUST1223,ACC42467,savings,deposit,Savings Account,Firm D,South,Manager 4,2023-08-06,48815.07626,53918.22741,0.43855146,342,141,2023-08,2023,credit,98.0,Inactive,48815.07626,0.0
177,CUST5428,ACC42710,current,payment,Savings Account,Firm E,East,Manager 1,2023-03-07,37606.37007,28341.21256,0.421794689,591,64,2023-03,2023,debit,0.0,Active,0.0,37606.37007
31,CUST1609,ACC42710,loan,transfer,Credit Card,Firm C,South,Manager 1,2024-02-09,117036.3605,86240.05676,0.974859176,397,192,2024-02,2024,credit,339.0,Inactive,117036.3605,0.0
172,CUST8250,ACC42903,loan,withdrawal,Credit Card,Firm B,North,Manager 1,2023-01-13,55681.90876,60258.19912,0.451277229,717,57,2023-01,2023,debit,0.0,Active,0.0,55681.90876
74,CUST2443,ACC42903,savings,deposit,Mutual Fund,Firm D,Central,Manager 2,2023-10-31,11071.3807,66069.31358,0.505798313,383,87,2023-10,2023,credit,291.0,Inactive,11071.3807,0.0
97,CUST2716,ACC42903,loan,transfer,Home Loan,Firm D,West,Manager 3,2024-04-01,39948.52659,77110.80013,0.400665312,638,209,2024-04,2024,credit,153.0,Inactive,39948.52659,0.0
144,CUST9439,ACC43309,current,deposit,Personal Loan,Firm C,North,Manager 2,2023-12-09,18417.11533,103905.0164,0.617059054,607,83,2023-12,2023,credit,0.0,Active,18417.11533,0.0
64,CUST1962,ACC43309,credit,withdrawal,Home Loan,Firm A,South,Manager 1,2024-01-17,64019.07438,38447.04711,0.729205254,790,35,2024-01,2024,debit,39.0,Active,0.0,64019.07438
28,CUST2541,ACC43771,loan,withdrawal,Savings Account,Firm A,East,Manager 4,2023-01-02,14033.50256,82305.73947,0.932619236,648,21,2023-01,2023,debit,0.0,Active,0.0,14033.50256
178,CUST6776,ACC45101,current,deposit,Personal Loan,Firm C,South,Manager 3,2023-01-02,10484.57165,42706.0921,0.648784394,543,109,2023-01,2023,credit,0.0,Active,10484.57165,0.0
137,CUST1749,ACC45101,loan,payment,Mutual Fund,Firm E,Central,Manager 1,2023-08-16,56995.49625,106441.7089,0.124055564,817,157,2023-08,2023,debit,226.0,Inactive,0.0,56995.49625
65,CUST2109,ACC45101,savings,payment,Savings Account,Firm D,Central,Manager 3,2023-11-07,42561.15675,71072.37736,0.832345662,841,9,2023-11,2023,debit,83.0,Inactive,0.0,42561.15675
96,CUST4684,ACC45101,savings,deposit,Personal Loan,Firm D,South,Manager 1,2024-01-01,68914.59783,61992.54273,0.39977968,437,65,2024-01,2024,credit,55.0,Active,68914.59783,0.0
62,CUST5428,ACC45101,current,deposit,Savings Account,Firm A,North,Manager 3,2024-02-17,24402.89504,67986.72997,0.721588583,848,78,2024-02,2024,credit,47.0,Active,24402.89504,0.0
74,CUST4003,ACC45521,savings,payment,Credit Card,Firm E,East,Manager 1,2023-01-21,95510.0056,61292.71908,0.508103235,724,167,2023-01,2023,debit,0.0,Active,0.0,95510.0056
180,CUST2427,ACC45521,loan,payment,Home Loan,Firm E,West,Manager 4,2024-01-29,48673.39689,88485.59227,0.4586314,778,92,2024-01,2024,debit,373.0,Inactive,0.0,48673.39689
193,CUST1888,ACC45521,savings,transfer,Credit Card,Firm A,East,Manager 4,2024-05-15,40320.0482,99121.23597,0.431139631,365,7,2024-05,2024,credit,107.0,Inactive,40320.0482,0.0
156,CUST4769,ACC45521,loan,transfer,Credit Card,Firm E,East,Manager 3,2024-06-22,34840.93064,83383.46119,0.931341648,457,209,2024-06,2024,credit,38.0,Active,34840.93064,0.0
172,CUST3059,ACC45907,current,transfer,Credit Card,Firm B,North,Manager 1,2023-04-19,37151.02853,49881.85269,0.341215423,508,14,2023-04,2023,credit,0.0,Active,37151.02853,0.0
128,CUST3015,ACC45907,loan,withdrawal,Credit Card,Firm D,East,Manager 1,2023-09-26,1763.303778,44313.28475,0.045992167,849,132,2023-09,2023,debit,160.0,Inactive,0.0,1763.303778
120,CUST3015,ACC45907,savings,withdrawal,Home Loan,Firm B,South,Manager 1,2023-12-21,130475.1663,14174.17685,0.564345617,483,228,2023-12,2023,debit,86.0,Inactive,0.0,130475.1663
110,CUST5428,ACC45907,savings,payment,Savings Account,Firm C,Central,Manager 4,2024-01-20,58084.47372,55884.95869,0.625163505,845,92,2024-01,2024,debit,30.0,Active,0.0,58084.47372
182,CUST8028,ACC45951,loan,deposit,Home Loan,Firm B,West,Manager 1,2023-05-26,43404.62765,63733.37244,0.657024532,485,12,2023-05,2023,credit,0.0,Active,43404.62765,0.0
141,CUST1415,ACC45951,current,deposit,Home Loan,Firm D,East,Manager 3,2023-09-19,55100.4536,12724.82837,0.108420384,342,21,2023-09,2023,credit,116.0,Inactive,55100.4536,0.0
158,CUST1467,ACC45951,current,withdrawal,Mutual Fund,Firm E,East,Manager 3,2023-11-29,19454.38267,87894.08403,0.435720769,608,60,2023-11,2023,debit,71.0,Inactive,0.0,19454.38267
27,CUST4584,ACC45968,savings,payment,Savings Account,Firm B,East,Manager 2,2023-02-12,127907.5731,9228.815058,0.146403295,588,81,2023-02,2023,debit,0.0,Active,0.0,127907.5731
96,CUST1888,ACC45968,savings,deposit,Mutual Fund,Firm A,North,Manager 1,2023-04-03,22061.4212,80610.27257,0.699777252,396,123,2023-04,2023,credit,50.0,Active,22061.4212,0.0
23,CUST9683,ACC46655,savings,transfer,Home Loan,Firm A,North,Manager 1,2023-01-02,39432.04398,123075.8159,0.473730333,804,175,2023-01,2023,credit,0.0,Active,39432.04398,0.0
128,CUST4763,ACC46655,loan,payment,Home Loan,Firm E,East,Manager 2,2023-03-08,59724.69092,50699.41442,0.496124792,705,120,2023-03,2023,debit,65.0,Inactive,0.0,59724.69092
170,CUST3109,ACC46655,loan,transfer,Credit Card,Firm B,North,Manager 1,2023-04-30,118490.4488,49258.85003,0.730349521,633,174,2023-04,2023,credit,53.0,Active,118490.4488,0.0
49,CUST1840,ACC46655,savings,deposit,Home Loan,Firm B,East,Manager 1,2023-05-03,54354.45244,26959.26707,0.009818653,358,115,2023-05,2023,credit,3.0,Active,54354.45244,0.0
15,CUST4402,ACC46655,credit,payment,Credit Card,Firm A,Central,Manager 4,2023-09-13,22480.31537,44347.37349,0.923168849,606,27,2023-09,2023,debit,133.0,Inactive,0.0,22480.31537
27,CUST6837,ACC46655,loan,deposit,Mutual Fund,Firm E,East,Manager 3,2023-10-26,-5325.342843,23444.60265,0.681428976,438,119,2023-10,2023,credit,43.0,Active,-5325.342843,0.0
136,CUST1223,ACC46655,savings,payment,Home Loan,Firm E,South,Manager 2,2023-11-21,18961.38954,122454.1678,0.574066427,320,72,2023-11,2023,debit,26.0,Active,0.0,18961.38954
57,CUST5255,ACC46655,current,deposit,Mutual Fund,Firm E,Central,Manager 2,2023-12-30,82252.13562,116600.7021,0.310458786,649,152,2023-12,2023,credit,39.0,Active,82252.13562,0.0
49,CUST4461,ACC46655,loan,payment,Credit Card,Firm B,South,Manager 4,2024-02-06,46656.80778,87321.13842,0.65373624,826,116,2024-02,2024,debit,38.0,Active,0.0,46656.80778
142,CUST5320,ACC46655,current,withdrawal,Savings Account,Firm E,East,Manager 1,2024-02-13,73345.93313,128689.8729,0.693720036,797,126,2024-02,2024,debit,7.0,Active,0.0,73345.93313
22,CUST1114,ACC46655,credit,withdrawal,Personal Loan,Firm B,South,Manager 2,2024-03-12,94370.61653,106490.5097,0.817076753,492,180,2024-03,2024,debit,28.0,Active,0.0,94370.61653
194,CUST9962,ACC46655,credit,transfer,Home Loan,Firm D,West,Manager 1,2024-04-15,-2857.341192,83922.76714,0.360492339,346,177,2024-04,2024,credit,34.0,Active,-2857.341192,0.0
36,CUST8772,ACC46655,savings,payment,Home Loan,Firm D,South,Manager 3,2024-06-11,45763.2185,57309.3873,0.014612122,315,191,2024-06,2024,debit,57.0,Active,0.0,45763.2185
104,CUST4241,ACC46655,current,deposit,Personal Loan,Firm B,East,Manager 4,2024-06-22,80388.03413,100952.9708,0.556018309,709,160,2024-06,2024,credit,11.0,Active,80388.03413,0.0
192,CUST5705,ACC46953,current,withdrawal,Personal Loan,Firm A,Central,Manager 1,2024-03-30,-24811.42895,69343.48153,0.702491806,732,173,2024-03,2024,debit,0.0,Active,0.0,-24811.42895
155,CUST3006,ACC47099,current,deposit,Credit Card,Firm D,South,Manager 3,2023-06-18,58451.52532,97197.83277,0.676527643,352,36,2023-06,2023,credit,0.0,Active,58451.52532,0.0
136,CUST2067,ACC47099,current,withdrawal,Personal Loan,Firm E,North,Manager 2,2023-08-18,87015.98898,103308.7707,0.534126415,726,150,2023-08,2023,debit,61.0,Inactive,0.0,87015.98898
195,CUST5920,ACC47099,current,payment,Home Loan,Firm E,North,Manager 2,2023-10-18,70859.94786,107562.9225,0.001591171,627,205,2023-10,2023,debit,61.0,Inactive,0.0,70859.94786
193,CUST3109,ACC47099,credit,withdrawal,Personal Loan,Firm A,Central,Manager 4,2023-11-18,75002.68477,71669.13284,0.043853035,594,118,2023-11,2023,debit,31.0,Active,0.0,75002.68477
70,CUST3015,ACC47099,loan,transfer,Home Loan,Firm A,Central,Manager 2,2024-01-29,39472.59215,45047.16432,0.429387151,611,223,2024-01,2024,credit,72.0,Inactive,39472.59215,0.0
22,CUST8344,ACC47099,savings,payment,Savings Account,Firm A,South,Manager 3,2024-03-22,51623.33247,112836.4706,0.535368537,807,208,2024-03,2024,debit,53.0,Active,0.0,51623.33247
38,CUST2942,ACC47099,current,deposit,Mutual Fund,Firm C,West,Manager 4,2024-04-15,33284.57741,12459.03342,0.318342863,774,95,2024-04,2024,credit,24.0,Active,33284.57741,0.0
134,CUST5705,ACC48303,loan,withdrawal,Home Loan,Firm B,North,Manager 3,2023-03-10,41935.5431,51559.91626,0.278963233,558,136,2023-03,2023,debit,0.0,Active,0.0,41935.5431
31,CUST6292,ACC48303,current,deposit,Home Loan,Firm B,West,Manager 1,2023-09-10,44494.95566,79505.26403,0.107811087,382,121,2023-09,2023,credit,184.0,Inactive,44494.95566,0.0
22,CUST1376,ACC48303,savings,deposit,Home Loan,Firm D,East,Manager 2,2023-11-08,50895.5311,58273.3325,0.338000655,569,133,2023-11,2023,credit,59.0,Active,50895.5311,0.0
19,CUST5255,ACC48303,loan,withdrawal,Mutual Fund,Firm B,East,Manager 1,2023-12-17,91381.39744,43888.41266,0.506228823,793,191,2023-12,2023,debit,39.0,Active,0.0,91381.39744
157,CUST1888,ACC48303,loan,transfer,Home Loan,Firm C,West,Manager 2,2024-06-11,84491.73441,102260.8672,0.629629274,794,84,2024-06,2024,credit,177.0,Inactive,84491.73441,0.0
91,CUST4584,ACC48303,savings,deposit,Mutual Fund,Firm D,Central,Manager 1,2024-06-11,16865.69605,50931.98435,0.119595479,593,175,2024-06,2024,credit,0.0,Active,16865.69605,0.0
135,CUST6937,ACC48501,credit,deposit,Credit Card,Firm B,East,Manager 1,2023-01-30,58210.30555,88565.28259,0.39637097,679,151,2023-01,2023,credit,0.0,Active,58210.30555,0.0
40,CUST6029,ACC48501,loan,deposit,Savings Account,Firm D,West,Manager 2,2023-06-10,82458.54744,46986.2229,0.593118456,372,141,2023-06,2023,credit,131.0,Inactive,82458.54744,0.0
121,CUST9079,ACC48501,credit,deposit,Credit Card,Firm A,North,Manager 1,2023-11-29,45908.92295,63317.776,0.242337018,414,8,2023-11,2023,credit,172.0,Inactive,45908.92295,0.0
197,CUST5610,ACC48501,current,deposit,Mutual Fund,Firm D,North,Manager 3,2024-02-13,88306.22976,37066.1505,0.736374793,418,16,2024-02,2024,credit,76.0,Inactive,88306.22976,0.0
195,CUST9962,ACC48501,current,deposit,Savings Account,Firm D,North,Manager 2,2024-04-06,71972.3339,86890.72801,0.578379805,366,228,2024-04,2024,credit,53.0,Active,71972.3339,0.0
2,CUST1609,ACC49140,current,withdrawal,Mutual Fund,Firm A,Central,Manager 4,2023-09-11,94450.53649,40653.44531,0.966357661,615,145,2023-09,2023,debit,0.0,Active,0.0,94450.53649
97,CUST5558,ACC49180,loan,deposit,Home Loan,Firm E,East,Manager 1,2023-02-14,52766.60071,73195.96578,0.317554923,787,227,2023-02,2023,credit,0.0,Active,52766.60071,0.0
66,CUST3725,ACC49180,loan,withdrawal,Mutual Fund,Firm C,Central,Manager 2,2023-03-16,105887.3533,61303.90933,0.482035752,714,157,2023-03,2023,debit,30.0,Active,0.0,105887.3533
37,CUST7255,ACC49180,current,payment,Personal Loan,Firm D,North,Manager 1,2023-09-06,72889.35322,115624.2901,1.162121407,464,174,2023-09,2023,debit,174.0,Inactive,0.0,72889.35322
156,CUST4438,ACC49180,credit,transfer,Credit Card,Firm B,Central,Manager 4,2023-12-30,34527.65355,67331.36925,-0.061157267,545,169,2023-12,2023,credit,115.0,Inactive,34527.65355,0.0
151,CUST5610,ACC49180,current,deposit,Savings Account,Firm C,South,Manager 1,2024-01-04,14068.56983,109660.1239,0.299614637,455,222,2024-01,2024,credit,5.0,Active,14068.56983,0.0
148,CUST1569,ACC49180,savings,payment,Home Loan,Firm E,North,Manager 1,2024-03-14,108847.1372,11008.63071,0.654023086,715,194,2024-03,2024,debit,70.0,Inactive,0.0,108847.1372
62,CUST1609,ACC49180,loan,transfer,Savings Account,Firm C,North,Manager 3,2024-05-04,14373.44064,109459.1101,0.340206486,344,41,2024-05,2024,credit,51.0,Active,14373.44064,0.0
195,CUST3153,ACC49180,loan,withdrawal,Savings Account,Firm E,East,Manager 1,2024-05-27,18601.98669,137018.5473,0.000676029,369,158,2024-05,2024,debit,23.0,Active,0.0,18601.98669
141,CUST3041,ACC49364,current,transfer,Home Loan,Firm A,Central,Manager 1,2023-05-04,103858.6913,70097.1371,0.461029395,616,92,2023-05,2023,credit,0.0,Active,103858.6913,0.0
119,CUST8288,ACC49364,loan,withdrawal,Home Loan,Firm D,North,Manager 1,2023-06-10,88456.98879,71408.7144,0.770502812,646,127,2023-06,2023,debit,37.0,Active,0.0,88456.98879
195,CUST2412,ACC49364,credit,transfer,Home Loan,Firm A,Central,Manager 2,2023-12-10,23629.27606,152879.4845,0.452432739,407,71,2023-12,2023,credit,183.0,Inactive,23629.27606,0.0
52,CUST1747,ACC49364,credit,withdrawal,Savings Account,Firm E,North,Manager 4,2024-05-27,-2410.515537,59490.65249,0.433282992,506,41,2024-05,2024,debit,169.0,Inactive,0.0,-2410.515537
7,CUST7887,ACC49395,savings,withdrawal,Home Loan,Firm A,South,Manager 4,2023-04-14,43343.90705,107911.2303,0.565832779,324,154,2023-04,2023,debit,0.0,Active,0.0,43343.90705
71,CUST2464,ACC49422,savings,deposit,Personal Loan,Firm A,Central,Manager 4,2023-03-10,58305.63405,65300.88503,0.404551256,755,213,2023-03,2023,credit,0.0,Active,58305.63405,0.0
159,CUST4126,ACC49422,credit,transfer,Home Loan,Firm B,Central,Manager 3,2023-08-11,56945.6628,95990.4842,0.529333537,841,163,2023-08,2023,credit,154.0,Inactive,56945.6628,0.0
115,CUST6525,ACC49422,credit,withdrawal,Savings Account,Firm E,South,Manager 1,2023-08-18,97390.60786,74808.55303,0.686519126,582,20,2023-08,2023,debit,7.0,Active,0.0,97390.60786
152,CUST8028,ACC49422,credit,payment,Savings Account,Firm D,West,Manager 3,2023-09-10,17982.74527,86301.82697,0.610711891,537,73,2023-09,2023,debit,23.0,Active,0.0,17982.74527
57,CUST8416,ACC49422,loan,deposit,Credit Card,Firm A,West,Manager 4,2024-01-08,47538.12665,92956.90293,0.527219006,632,63,2024-01,2024,credit,120.0,Inactive,47538.12665,0.0
55,CUST4346,ACC49774,savings,deposit,Home Loan,Firm E,Central,Manager 3,2023-05-21,39724.63361,41039.58004,0.563449528,725,53,2023-05,2023,credit,0.0,Active,39724.63361,0.0
83,CUST6082,ACC49774,credit,deposit,Savings Account,Firm C,South,Manager 3,2023-06-01,46850.13898,66712.88417,0.301349802,656,109,2023-06,2023,credit,11.0,Active,46850.13898,0.0
109,CUST6937,ACC49774,savings,deposit,Credit Card,Firm E,West,Manager 2,2023-12-24,31528.02618,-12788.35883,0.521741994,667,64,2023-12,2023,credit,206.0,Inactive,31528.02618,0.0
70,CUST1569,ACC49774,savings,deposit,Personal Loan,Firm D,North,Manager 3,2024-01-12,20850.80983,17888.34355,0.006150915,463,156,2024-01,2024,credit,19.0,Active,20850.80983,0.0
87,CUST3069,ACC49774,loan,payment,Home Loan,Firm E,West,Manager 4,2024-03-21,24700.35634,84810.64248,0.582310266,585,163,2024-03,2024,debit,69.0,Inactive,0.0,24700.35634
169,CUST2716,ACC49774,credit,transfer,Mutual Fund,Firm C,South,Manager 3,2024-06-11,45686.30798,57860.34237,0.516460744,520,132,2024-06,2024,credit,82.0,Inactive,45686.30798,0.0
176,CUST7173,ACC49774,current,withdrawal,Personal Loan,Firm E,West,Manager 2,2024-06-21,49810.59666,128768.0723,0.528388465,848,125,2024-06,2024,debit,10.0,Active,0.0,49810.59666
90,CUST1913,ACC50439,savings,withdrawal,Savings Account,Firm A,West,Manager 3,2023-01-02,67439.68351,123969.4528,0.590670998,488,155,2023-01,2023,debit,0.0,Active,0.0,67439.68351
107,CUST1768,ACC50439,current,transfer,Home Loan,Firm E,South,Manager 1,2023-01-12,87933.25898,85065.56711,0.176469836,593,19,2023-01,2023,credit,10.0,Active,87933.25898,0.0
8,CUST2188,ACC50439,loan,transfer,Savings Account,Firm E,West,Manager 1,2023-05-15,81559.64779,62481.60038,0.986473873,666,23,2023-05,2023,credit,123.0,Inactive,81559.64779,0.0
79,CUST1644,ACC50439,savings,payment,Savings Account,Firm B,East,Manager 3,2024-03-21,16857.92109,95260.35466,0.703122374,686,28,2024-03,2024,debit,311.0,Inactive,0.0,16857.92109
151,CUST1887,ACC50439,current,transfer,Mutual Fund,Firm E,East,Manager 1,2024-06-22,78520.68732,129857.2049,0.488826325,497,68,2024-06,2024,credit,93.0,Inactive,78520.68732,0.0
103,CUST4794,ACC50817,savings,deposit,Personal Loan,Firm C,West,Manager 1,2023-03-16,65261.60125,56637.21499,0.263641928,701,189,2023-03,2023,credit,0.0,Active,65261.60125,0.0
20,CUST7855,ACC50817,loan,withdrawal,Personal Loan,Firm E,South,Manager 2,2023-03-26,60907.29622,81867.03599,0.184895188,636,147,2023-03,2023,debit,10.0,Active,0.0,60907.29622
128,CUST4595,ACC50817,current,deposit,Credit Card,Firm D,North,Manager 3,2023-07-01,113221.7353,32952.55399,0.329658087,400,137,2023-07,2023,credit,97.0,Inactive,113221.7353,0.0
88,CUST9216,ACC50817,savings,transfer,Mutual Fund,Firm E,West,Manager 4,2023-08-17,62540.67289,81351.24029,0.322537654,516,116,2023-08,2023,credit,47.0,Active,62540.67289,0.0
189,CUST5105,ACC50817,savings,deposit,Mutual Fund,Firm E,South,Manager 1,2024-03-05,66353.79825,93255.57049,0.318183742,547,169,2024-03,2024,credit,201.0,Inactive,66353.79825,0.0
191,CUST6029,ACC51009,savings,payment,Savings Account,Firm A,North,Manager 2,2023-04-11,7281.055224,83337.92389,1.163727679,723,116,2023-04,2023,debit,0.0,Active,0.0,7281.055224
79,CUST3449,ACC51009,credit,payment,Home Loan,Firm C,North,Manager 2,2023-05-04,73736.28794,22419.80853,0.744508714,415,47,2023-05,2023,debit,23.0,Active,0.0,73736.28794
148,CUST6565,ACC51009,current,withdrawal,Personal Loan,Firm C,West,Manager 2,2023-09-26,43230.53109,97767.36564,0.437564713,664,203,2023-09,2023,debit,145.0,Inactive,0.0,43230.53109
89,CUST5351,ACC51009,credit,payment,Home Loan,Firm B,South,Manager 2,2024-03-12,83250.2246,60285.42667,0.974081138,441,136,2024-03,2024,debit,168.0,Inactive,0.0,83250.2246
